id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
7083,Uniswap,UNI,uniswap,1405,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem']",,634193562.7465303,898828420.0366303,False,3143495912.2,,34,,,0.7057565,2026-02-14T09:10:00.000Z,3.4973258990518157,318999540.6462687,-12.3668,1.99430003,5.85135802,0.17575361,-36.50925081,-30.7539548,-55.19106209,2217981572.005383,0.0929,3143495912.2,3142700873.0,2026-02-14T09:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2026-02-14 10:11:17.908928
22974,Bittensor,TAO,bittensor,244,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'layer-1', 'depin', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'robotics']",21000000.0,10665372.48775298,21000000.0,False,4315390271.81,,35,,,,2026-02-14T09:09:00.000Z,205.49477484799723,232561612.6178743,101.4423,3.17645615,30.86004264,24.30794744,-27.35465596,-21.82804913,-39.35486964,2191678318.0408225,0.0918,4315390271.81,,2026-02-14T09:09:00.000Z,22974.0,Bittensor,TAO,bittensor,0,2026-02-14 10:11:17.908928
27075,Mantle,MNT,mantle,219,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio', 'mantle-ecosystem', 'made-in-china', 'neobank']",6219316795.0,3252944055.6368403,6219316794.889999,False,4024154912.43,,36,3252944055.64,2104789196.8023312,,2026-02-14T09:09:00.000Z,0.647041314206747,30321326.02473635,-15.6684,1.04254462,5.99063657,2.6017337,-33.11773356,-48.7981521,-46.52940868,2104789196.8002868,0.0881,4024154912.5,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2026-02-14 10:11:17.908928
7278,Aave,AAVE,aave,1252,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,15327710.96787167,16000000.0,False,2017200262.24,,37,,,0.0694566,2026-02-14T09:09:00.000Z,126.07501638983211,361695532.2323609,-23.4205,1.74778909,12.41831115,12.46056412,-28.17943611,-32.24436202,-29.82569688,1932441411.4930303,0.0809,2017200262.24,27822287639.0,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2026-02-14 10:11:17.908928
36341,Aster,ASTER,aster,416,2025-04-25T06:46:11.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'dex', 'bnb-chain-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins', 'made-in-china']",8000000000.0,2476232867.356448,7822985112.446448,False,5580445993.73,,38,,,,2026-02-14T09:09:00.000Z,0.7133397179613125,152595664.15350202,-38.8367,-0.20559397,0.5017097,31.89322841,-4.55751209,-12.62321645,-39.52066144,1766395255.2065809,74,5706717743.69,,2026-02-14T09:09:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x000Ae314E2A2172a039B26378814C252734f556A,2026-02-14 10:11:17.908928
35491,MemeCore,M,memecore,110,2025-07-03T09:16:58.000Z,"['memes', 'bnb-chain-ecosystem', 'layer-1', 'binance-alpha', 'binance-alpha-airdrops', 'binance-ecosystem', 'binance-listing']",10000000000.0,1268224138.8286247,5335540901.083612,False,7395078900.56,,39,,,,2026-02-14T09:09:00.000Z,1.3860036006958216,8920102.63966116,-7676,-0.67537996,-1.77074841,-18.05540211,-10.83693263,-18.60520745,-37.487653,1757763222.9058313,0.0736,13860036006.96,,2026-02-14T09:09:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x22b1458e780f8fa71e2f84502cee8b5a3cc731fa,2026-02-14 10:11:17.908928
11092,Bitget Token,BGB,bitget-token-new,45,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem', 'made-in-china']",919992035.98,699491469.231715,916931610.9787906,False,2200914148.44,,40,,,,2026-02-14T09:10:00.000Z,2.400303492744544,22598645.1777563,11.3409,0.97946566,2.56816163,-9.73714525,-35.43660351,-31.73749298,-38.29322179,1678991816.741898,0.0703,2208260097.26,,2026-02-14T09:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x54D2252757e1672EEaD234D27B1270728fF90581,2026-02-14 10:11:17.908928
3897,OKB,OKB,okb,200,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'ethereum-ecosystem', 'alameda-research-portfolio', 'x1-ecosystem', 'okexchain-ecosystem', 'x-layer-ecosystem', 'xlayer-ecosystem', 'made-in-china']",21000000.0,21000000.0,21000000.0,False,1666679218.47,,41,246638974.0,19574669163.31673,,2026-02-14T09:10:00.000Z,79.36567706982405,25791186.53492139,15.2082,0.41630622,5.622799,5.60781233,-30.86795278,-25.08302696,-30.60105584,1666679218.466305,0.0698,1666679218.47,,2026-02-14T09:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2026-02-14 10:11:17.908928
24478,Pepe,PEPE,pepe,650,2023-04-17T06:18:08.000Z,"['memes', 'ethereum-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",413772501517365.8,413772501517365.8,413772501517365.8,False,1586804267.89,,42,,,,2026-02-14T09:09:00.000Z,3.834967916120391e-06,286381301.23268855,-1.1568,0.8667214,3.48650451,0.83668971,-36.73671545,-4.21577967,-23.15479692,1586804267.8919737,0.0664,1586804267.89,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2026-02-14 10:11:17.908928
33038,Sky,SKY,sky,207,2024-09-18T13:25:16.000Z,"['store-of-value', 'defi', 'dao', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'spartan-group', 'bnb-chain-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'standard-crypto-portfolio', 'binance-ecosystem', 'binance-listing']",23462665147.0,23001052054.51284,23462665147.365967,False,1609222350.8,,43,,,,2026-02-14T09:09:00.000Z,0.06858651140816745,24067963.61353482,75.3464,0.48994967,3.49438909,8.12912953,13.85313873,19.71304955,35.57260884,1577561919.1366982,0.0661,1609222350.77,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x56072C95FAA701256059aa122697B133aDEd9279,2026-02-14 10:11:17.908928
33793,Global Dollar,USDG,global-dollar-usdg,43,2024-11-05T04:54:47.000Z,"['stablecoin', 'usd-stablecoin']",,1572130361.3384,1572130361.3384,False,1571992603.59,,44,10750140.0,10749198.02018434,,2026-02-14T09:09:00.000Z,0.9999123751117976,15187652.36273806,-50.2613,-0.00508809,-0.00090339,0.01501324,0.02789618,0.01756321,0.02419671,1571992603.591248,0.0658,1571992603.59,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe343167631d89B6Ffc58B88d6b7fB0228795491D,2026-02-14 10:11:17.908928
34387,Ripple USD,RLUSD,ripple-usd,80,2024-12-18T07:22:18.000Z,"['stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'binance-ecosystem', 'binance-listing']",,1521941118.1274972,1521941118.1274972,True,1521913732.34,,45,53100129.55,53099174.06713755,,2026-02-14T09:09:00.000Z,0.9999820060163591,96894088.2487763,-28.5368,-0.00216852,0.00380971,0.00879864,0.03588084,0.02440642,-0.02294176,1521913732.3439152,0.0637,1521913732.34,,2026-02-14T09:09:00.000Z,52.0,XRP Ledger,XRP,xrp,524C555344000000000000000000000000000000.rMxCKbEDwqr76QuheSUMdEGf4B9xJ8m5De,2026-02-14 10:11:17.908928
35697,Pi,PI,pi,69,2025-02-11T07:16:10.000Z,"['layer-1', 'mobile-mining']",100000000000.0,9012775059.803919,100000000000.0,False,15589841404.78,,46,9012775059.8,1405077337.9926825,,2026-02-14T09:10:00.000Z,0.15589841404783292,31458690.09298294,122.4437,1.43305929,7.87926236,6.80807886,-25.04827773,-20.04624008,-30.96840531,1405077337.9932935,0.0588,15589841404.78,,2026-02-14T09:10:00.000Z,,,,,,2026-02-14 10:11:17.908928
1321,Ethereum Classic,ETC,ethereum-classic,701,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'layer-1', '2017-2018-alt-season', 'ethereum-classic-ecosystem', 'binance-ecosystem', 'binance-listing']",210700000.0,155525621.29929134,210700000.0,False,1843044112.86,,47,,,,2026-02-14T09:09:00.000Z,8.747243060553359,77252098.92177467,5.4044,1.0067593,6.07568867,1.72241188,-32.44686929,-28.20521544,-42.56660071,1360420411.648476,57,1843044112.86,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
21159,Ondo,ONDO,ondo-finance,408,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets-protocols', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,4869330647.0,10000000000.0,False,2776897730.36,,48,,,0.51474682,2026-02-14T09:09:00.000Z,0.2776897730355599,51444278.30330586,0.7553,1.124797,10.02263058,10.79506012,-28.86402097,-31.15714185,-52.57034318,1352163322.2005262,0.0566,2776897730.36,2626851226.0,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,2026-02-14 10:11:17.908928
6535,NEAR Protocol,NEAR,near-protocol,619,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'circle-ventures-portfolio', 'layer-1', 'alleged-sec-securities', 'modular-blockchain', 'account-abstraction', 'data-availability', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,1287739457.0,1287739457.0,False,1340328211.66,,49,1209202633.0,1258584097.7452347,,2026-02-14T09:09:00.000Z,1.0408380393803152,124307153.41859636,-19.6564,0.84985567,5.58294367,-1.86488729,-41.35101373,-31.62479437,-57.98219706,1340328211.6565516,0.0561,1340328211.66,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
8916,Internet Computer,ICP,internet-computer,402,2021-03-23T00:00:00.000Z,"['platform', 'ai-big-data', 'smart-contracts', 'polychain-capital-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'icp-ecosystem', 'internet-computer-ecosystem', 'layer-1', 'alleged-sec-securities', 'depin', 'binance-ecosystem', 'binance-listing']",,548952588.1661918,548952588.1661918,True,1334924573.78,,50,,,,2026-02-14T09:09:00.000Z,2.431766608915988,63460832.22781531,-10.4817,0.860017,5.50336545,-0.22358138,-42.53812773,-18.37754486,-54.10444261,1334924573.7805552,0.0559,1334924573.78,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
1,Bitcoin,BTC,bitcoin,12560,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19989121.0,19989121.0,False,1392647663773.32,,1,,,,2026-02-14T09:23:00.000Z,69670.28033765548,37083925712.26595,-17.8221,0.29932205,4.50732445,1.5535162,-27.87832675,-19.28995203,-27.3651351,1392647663773.3162,58.3931,1463075887090.77,,2026-02-14T09:23:00.000Z,,,,,,2026-02-14 10:26:18.135987
1027,Ethereum,ETH,ethereum,11566,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692467.61429045,120692467.61429045,True,251108349479.89,,2,,,,2026-02-14T09:23:00.000Z,2080.5635549881954,18744142659.671856,-6.5955,0.55781679,6.28442083,2.73545942,-37.6077235,-28.96497676,-35.15365001,251108349479.88577,10.5289,251108349479.89,,2026-02-14T09:23:00.000Z,,,,,,2026-02-14 10:26:18.135987
825,Tether USDt,USDT,tether,171208,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183816960128.68332,187964839850.9968,True,187876711933.43,,3,,,,2026-02-14T09:23:00.000Z,0.9995311467951368,75191483937.91591,-12.8363,-0.00745657,0.01826337,-0.0018639,0.00356196,-0.03082076,0.01751407,183730776957.81876,7.7037,187876711933.43,,2026-02-14T09:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-02-14 10:26:18.135987
52,XRP,XRP,xrp,1798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60917315351.0,99985721048.0,False,145304180364.3,,4,,,,2026-02-14T09:23:00.000Z,1.4532493124147856,2539141764.8558273,-5.4897,1.51068006,6.25624297,2.29619455,-30.76509035,-22.67679433,-35.66185164,88528046647.9954,3.7119,145324931241.48,,2026-02-14T09:23:00.000Z,,,,,,2026-02-14 10:26:18.135987
1839,BNB,BNB,bnb,3134,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136359342.47,136359340.38,136359340.38,False,85506880280.42,,5,,,,2026-02-14T09:23:00.000Z,627.0702105344226,1717205443.6195753,1.7785,0.57465206,4.42867152,-1.8701722,-33.36219146,-27.02587437,-33.47616279,85506880280.42159,3.5853,85506881591.0,,2026-02-14T09:23:00.000Z,,,,,,2026-02-14 10:26:18.135987
3408,USDC,USDC,usd-coin,37461,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73491389122.04001,73491389122.04001,False,73489678953.42,,6,60901219650.23,60899802458.960304,,2026-02-14T09:23:00.000Z,0.9999767296734312,10745899626.20439,-26.0793,-0.00958473,0.00214178,0.00553563,0.03417689,0.00935193,0.01810597,73489678953.41515,3.0838,73489678953.42,,2026-02-14T09:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-02-14 10:26:18.135987
5426,Solana,SOL,solana,1089,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,567958536.0112413,620392017.5098284,True,53486296904.19,,7,525236893.3,45282620709.46327,,2026-02-14T09:23:00.000Z,86.21370906555713,3458625526.8830447,-6.9863,0.78188747,8.38168874,0.90964346,-40.41867844,-31.74811898,-39.07346962,48965811984.97291,2.0531,53486296904.19,,2026-02-14T09:23:00.000Z,,,,,,2026-02-14 10:26:18.135987
1958,TRON,TRX,tron,1299,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94723041556.3503,94723037154.8974,True,26744399355.18,,8,94667886298.43,26728827889.413574,,2026-02-14T09:24:00.000Z,0.28234313593052995,577890031.8772706,0.3761,-0.057411,1.55239299,2.79691675,-6.71746965,1.08070852,-5.12822659,26744400597.89785,1.1214,26744399355.18,,2026-02-14T09:24:00.000Z,,,,,,2026-02-14 10:26:18.135987
74,Dogecoin,DOGE,dogecoin,1400,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168734773126.5791,168734773126.5791,True,16469721173.1,,9,,,,2026-02-14T09:23:00.000Z,0.09760715511052048,844824005.5471375,7.3928,0.81225681,4.40297575,1.73980489,-32.06892418,-24.29684959,-40.33288872,16469721173.10449,0.6906,16469721173.1,,2026-02-14T09:23:00.000Z,,,,,,2026-02-14 10:26:18.135987
1831,Bitcoin Cash,BCH,bitcoin-cash,1137,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19994603125,19994603125,False,11327788158.61,,10,,,,2026-02-14T09:23:00.000Z,566.5422858253672,579241687.0853906,37.9973,0.49552427,9.3108273,8.6900602,-7.62728212,6.86432897,13.11067349,11327788158.60853,475,11897388002.33,,2026-02-14T09:23:00.000Z,,,,,,2026-02-14 10:26:18.135987
2010,Cardano,ADA,cardano,1681,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36066145196.64397,44994539820.15453,False,12527446121.43,,11,37997904336.0,10579432553.349752,,2026-02-14T09:24:00.000Z,0.2784214745055448,434711258.98285115,-10.0461,0.26920813,6.15373969,3.59022202,-30.73729645,-26.94980695,-44.64516937,10041589325.380684,421,12528966352.75,,2026-02-14T09:24:00.000Z,,,,,,2026-02-14 10:26:18.135987
